track_name,artist,album,duration,listeners,playcount,artist_tags
Good Life (with G-Eazy & Kehlani),G-Eazy,,,136423,782190,"Hip-Hop, rap, hip hop"
Lady Killers (feat. Hoodie Allen),G-Eazy,,,119014,738709,"Hip-Hop, rap, hip hop"
Calm Down,G-Eazy,,,108099,657658,"Hip-Hop, rap, hip hop"
Roommates,Malcolm Todd,,,241703,2692681,"alternative rnb, indie, indie rock"
Chest Pain (I Love),Malcolm Todd,,,189805,1779002,"alternative rnb, indie, indie rock"
Sweet Boy,Malcolm Todd,,,127873,1309478,"alternative rnb, indie, indie rock"
Bleed (feat. Omar Apollo),Malcolm Todd,,,122981,827460,"alternative rnb, indie, indie rock"
Art House,Malcolm Todd,,,112708,955735,"alternative rnb, indie, indie rock"
Out of Bounds,Malcolm Todd,,,96447,563472,"alternative rnb, indie, indie rock"
Earrings,Malcolm Todd,,,72138,623149,"alternative rnb, indie, indie rock"
4Me 4Me,Malcolm Todd,,,71530,810862,"alternative rnb, indie, indie rock"
Hot in NY,Malcolm Todd,,,65924,517322,"alternative rnb, indie, indie rock"
Mr. Incorrect,Malcolm Todd,,,63430,734470,"alternative rnb, indie, indie rock"
Be Sweet,Japanese Breakfast,,,489917,5621353,"dream pop, seen live, indie pop"
"Kokomo, IN",Japanese Breakfast,,,353955,3529617,"dream pop, seen live, indie pop"
Boyish,Japanese Breakfast,,,329144,3040072,"dream pop, seen live, indie pop"
Posing in Bondage,Japanese Breakfast,,,327569,2547278,"dream pop, seen live, indie pop"
Everybody Wants To Love You,Japanese Breakfast,,,311147,2513972,"dream pop, seen live, indie pop"
Road Head,Japanese Breakfast,,,309704,2319707,"dream pop, seen live, indie pop"
Paprika,Japanese Breakfast,,,250865,2669246,"dream pop, seen live, indie pop"
Savage Good Boy,Japanese Breakfast,,,202118,1674935,"dream pop, seen live, indie pop"
Diving Woman,Japanese Breakfast,,,195688,1304508,"dream pop, seen live, indie pop"
Slide Tackle,Japanese Breakfast,,,192106,1670392,"dream pop, seen live, indie pop"
Water,Tyla,,,810116,8379680,"rnb, pop, amapiano"
Push 2 Start,Tyla,,,329603,4423127,"rnb, pop, amapiano"
Jump,Tyla,,,318561,2440421,"rnb, pop, amapiano"
Truth or dare,Tyla,,,293432,2988214,"rnb, pop, amapiano"
ART,Tyla,,,206382,1881342,"rnb, pop, amapiano"
Water - Remix,Tyla,,,176754,798935,"rnb, pop, amapiano"
No.1 (feat. Tems),Tyla,,,136514,1024543,"rnb, pop, amapiano"
Safer,Tyla,,,119066,1025085,"rnb, pop, amapiano"
On and On,Tyla,,,107123,818679,"rnb, pop, amapiano"
Butterflies,Tyla,,,102917,764535,"rnb, pop, amapiano"
Uptown Funk (feat. Bruno Mars),Mark Ronson,,,919599,5436012,"funk, pop, british"
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,,,667645,7248381,"funk, pop, british"
Valerie (Feat. Amy Winehouse) - Version Revisited,Mark Ronson,,,626769,4394692,"funk, pop, british"
Uptown Funk,Mark Ronson,,,549290,4271470,"funk, pop, british"
Find U Again (feat. Camila Cabello),Mark Ronson,,,167737,1761064,"funk, pop, british"
Late Night Feelings (feat. Lykke Li),Mark Ronson,,,160148,1390596,"funk, pop, british"
Diversion,Mark Ronson,,,118043,363896,"funk, pop, british"
Stop Me,Mark Ronson,,,116627,610236,"funk, pop, british"
Valerie,Mark Ronson,,,111058,746457,"funk, pop, british"
Inversion,Mark Ronson,,,106899,362135,"funk, pop, british"
Drop It Like It's Hot,Snoop Dogg,,,1013193,4168410,"Hip-Hop, rap, Gangsta Rap"
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,,,759206,5179748,"Hip-Hop, rap, Gangsta Rap"
Gin And Juice,Snoop Dogg,,,701477,3382284,"Hip-Hop, rap, Gangsta Rap"
Beautiful,Snoop Dogg,,,524578,2425980,"Hip-Hop, rap, Gangsta Rap"
Sensual Seduction,Snoop Dogg,,,313889,1212234,"Hip-Hop, rap, Gangsta Rap"
Who Am I (What's My Name)?,Snoop Dogg,,,284194,1276681,"Hip-Hop, rap, Gangsta Rap"
Tha Shiznit,Snoop Dogg,,,283310,1071903,"Hip-Hop, rap, Gangsta Rap"
Let's Get Blown,Snoop Dogg,,,253206,903892,"Hip-Hop, rap, Gangsta Rap"
Signs,Snoop Dogg,,,249451,1289572,"Hip-Hop, rap, Gangsta Rap"
Murder Was The Case,Snoop Dogg,,,197231,751910,"Hip-Hop, rap, Gangsta Rap"
As the World Caves In,Matt Maltese,,,725992,9284225,"pop, singer-songwriter, indie pop"
Intolewd,Matt Maltese,,,706656,5401376,"pop, singer-songwriter, indie pop"
Everyone Adores You (at least I do),Matt Maltese,,,514658,6574213,"pop, singer-songwriter, indie pop"
Krystal,Matt Maltese,,,374843,3002375,"pop, singer-songwriter, indie pop"
Curl up & Die,Matt Maltese,,,273496,2770648,"pop, singer-songwriter, indie pop"
Rom-Com Gone Wrong,Matt Maltese,,,232835,1703963,"pop, singer-songwriter, indie pop"
little person,Matt Maltese,,,183628,1397091,"pop, singer-songwriter, indie pop"
Jupiter,Matt Maltese,,,177094,1273520,"pop, singer-songwriter, indie pop"
madhouse,Matt Maltese,,,151389,1123009,"pop, singer-songwriter, indie pop"
Wish You'd Ask Me,Matt Maltese,,,115925,766746,"pop, singer-songwriter, indie pop"
Army of Me,Björk,,,996706,7104113,"electronic, alternative, experimental"
Venus as a Boy,Björk,,,912755,7180267,"electronic, alternative, experimental"
Human Behaviour,Björk,,,809157,4860176,"electronic, alternative, experimental"
It's Oh So Quiet,Björk,,,788505,4894868,"electronic, alternative, experimental"
Jóga,Björk,,,672274,5222569,"electronic, alternative, experimental"
Hunter,Björk,,,650585,4481469,"electronic, alternative, experimental"
All Is Full of Love,Björk,,,642117,4501394,"electronic, alternative, experimental"
Hyperballad,Björk,,,612705,4238882,"electronic, alternative, experimental"
Pagan Poetry,Björk,,,612342,5327817,"electronic, alternative, experimental"
Big Time Sensuality,Björk,,,593461,3619617,"electronic, alternative, experimental"
Collard Greens,ScHoolboy Q,,,881742,9253809,"Hip-Hop, rap, underground hip-hop"
Man of the Year,ScHoolboy Q,,,461218,4395601,"Hip-Hop, rap, underground hip-hop"
X (with 2 Chainz & Saudi),ScHoolboy Q,,,334024,2110399,"Hip-Hop, rap, underground hip-hop"
Numb Numb Juice,ScHoolboy Q,,,302686,3062637,"Hip-Hop, rap, underground hip-hop"
Studio,ScHoolboy Q,,,275677,1698110,"Hip-Hop, rap, underground hip-hop"
THat Part,ScHoolboy Q,,,257963,1873927,"Hip-Hop, rap, underground hip-hop"
Hands On The Wheel (feat. ASAP Rocky),ScHoolboy Q,,,226679,1600092,"Hip-Hop, rap, underground hip-hop"
Dangerous (feat. Kid Cudi),ScHoolboy Q,,,201204,1722146,"Hip-Hop, rap, underground hip-hop"
CrasH,ScHoolboy Q,,,196930,1486997,"Hip-Hop, rap, underground hip-hop"
Hell of a Night,ScHoolboy Q,,,174515,1334263,"Hip-Hop, rap, underground hip-hop"
wAp (fEAt. mEgAn thEe stAllIOn),Cardi B,,,1025114,12992806,"Hip-Hop, rap, trap"
I Like It,Cardi B,,,700907,5564586,"Hip-Hop, rap, trap"
Bodak Yellow,Cardi B,,,570469,4623187,"Hip-Hop, rap, trap"
UP,Cardi B,,,554818,5721412,"Hip-Hop, rap, trap"
Please Me,Cardi B,,,540289,4270332,"Hip-Hop, rap, trap"
Money,Cardi B,,,412449,3422899,"Hip-Hop, rap, trap"
Bartier Cardi (feat. 21 Savage),Cardi B,,,277366,2049965,"Hip-Hop, rap, trap"
Be Careful,Cardi B,,,251137,2048533,"Hip-Hop, rap, trap"
I Do (feat. SZA),Cardi B,,,250214,1708057,"Hip-Hop, rap, trap"
Hot Shit (feat. Ye & Lil Durk),Cardi B,,,210181,1088909,"Hip-Hop, rap, trap"
No One,Alicia Keys,,,1121775,6647813,"soul, rnb, female vocalists"
If I Ain't Got You,Alicia Keys,,,1099106,7345506,"soul, rnb, female vocalists"
Fallin',Alicia Keys,,,915967,4798749,"soul, rnb, female vocalists"
Girl on Fire,Alicia Keys,,,610868,3080791,"soul, rnb, female vocalists"
Empire State of Mind (Part II) Broken Down,Alicia Keys,,,407675,2437901,"soul, rnb, female vocalists"
You Don't Know My Name,Alicia Keys,,,386735,2319671,"soul, rnb, female vocalists"
Try Sleeping with a Broken Heart,Alicia Keys,,,357654,2529933,"soul, rnb, female vocalists"
Un-Thinkable (I'm Ready),Alicia Keys,,,308335,2166301,"soul, rnb, female vocalists"
Karma,Alicia Keys,,,257768,1065367,"soul, rnb, female vocalists"
A Woman's Worth,Alicia Keys,,,243716,908349,"soul, rnb, female vocalists"
Mrs Magic,Strawberry Guy,,,989291,12696072,"dream pop, british, indie pop"
Intermission,Strawberry Guy,,,686254,4901801,"dream pop, british, indie pop"
What Would I Do?,Strawberry Guy,,,563465,5183721,"dream pop, british, indie pop"
f song,Strawberry Guy,,,406616,3861439,"dream pop, british, indie pop"
Without You,Strawberry Guy,,,318527,2147620,"dream pop, british, indie pop"
Birch Tree,Strawberry Guy,,,257104,1607598,"dream pop, british, indie pop"
Sun outside my window,Strawberry Guy,,,149437,580083,"dream pop, british, indie pop"
As We Bloom,Strawberry Guy,,,107925,404143,"dream pop, british, indie pop"
Taking My Time To Be,Strawberry Guy,,,94466,386979,"dream pop, british, indie pop"
Mrs Magic (Strings Version),Strawberry Guy,,,65516,192253,"dream pop, british, indie pop"
Let Me Love You,DJ Snake,,,852629,6445649,"electronic, trap, dance"
Middle,DJ Snake,,,503532,3713427,"electronic, trap, dance"
You know you like it,DJ Snake,,,412850,2753007,"electronic, trap, dance"
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,,,365747,2776126,"electronic, trap, dance"
Turn Down For What,DJ Snake,,,354694,1505841,"electronic, trap, dance"
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,,,228454,1124396,"electronic, trap, dance"
U Are My High (with Future),DJ Snake,,,221648,1708131,"electronic, trap, dance"
Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,,,213887,1333945,"electronic, trap, dance"
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,,,211079,3785017,"electronic, trap, dance"
U Are My High,DJ Snake,,,146884,922326,"electronic, trap, dance"
Formula,Labrinth,,,869528,8926933,"electronic, british, rnb"
Still Don't Know My Name,Labrinth,,,643813,6022590,"electronic, british, rnb"
Mount Everest,Labrinth,,,603801,5258108,"electronic, british, rnb"
All For Us - from the HBO Original Series Euphoria,Labrinth,,,483561,5584833,"electronic, british, rnb"
Never Felt So Alone,Labrinth,,,477681,4550463,"electronic, british, rnb"
All For Us,Labrinth,,,451278,2894668,"electronic, british, rnb"
Jealous,Labrinth,,,408142,2835629,"electronic, british, rnb"
Forever,Labrinth,,,360804,3004195,"electronic, british, rnb"
When I R.I.P.,Labrinth,,,285918,2745532,"electronic, british, rnb"
I’m Tired (with Zendaya) - Bonus Track,Labrinth,,,223793,1548267,"electronic, british, rnb"
It Was A Good Day,Ice Cube,,,1766235,14175134,"rap, Hip-Hop, Gangsta Rap"
You Know How We Do It,Ice Cube,,,854747,6515972,"rap, Hip-Hop, Gangsta Rap"
No Vaseline,Ice Cube,,,296517,1828703,"rap, Hip-Hop, Gangsta Rap"
Why We Thugs,Ice Cube,,,289894,961214,"rap, Hip-Hop, Gangsta Rap"
Check Yo Self - Remix,Ice Cube,,,274625,1445212,"rap, Hip-Hop, Gangsta Rap"
Check Yo Self,Ice Cube,,,226099,897978,"rap, Hip-Hop, Gangsta Rap"
You Can Do It,Ice Cube,,,210420,726369,"rap, Hip-Hop, Gangsta Rap"
Smoke Some Weed,Ice Cube,,,209008,637336,"rap, Hip-Hop, Gangsta Rap"
The Nigga Ya Love to Hate,Ice Cube,,,185190,688689,"rap, Hip-Hop, Gangsta Rap"
AmeriKKKa's Most Wanted,Ice Cube,,,118157,348131,"rap, Hip-Hop, Gangsta Rap"
Can't Help Falling in Love,Elvis Presley,,,1221919,8426166,"rock n roll, classic rock, rock"
Jailhouse Rock,Elvis Presley,,,1045104,5125014,"rock n roll, classic rock, rock"
Blue Christmas,Elvis Presley,,,835468,3172848,"rock n roll, classic rock, rock"
Suspicious Minds,Elvis Presley,,,794115,4558486,"rock n roll, classic rock, rock"
Hound Dog,Elvis Presley,,,747703,3353575,"rock n roll, classic rock, rock"
Burning Love,Elvis Presley,,,603379,3275558,"rock n roll, classic rock, rock"
Heartbreak Hotel,Elvis Presley,,,557615,2471846,"rock n roll, classic rock, rock"
Blue Suede Shoes,Elvis Presley,,,484162,2147117,"rock n roll, classic rock, rock"
Don't Be Cruel,Elvis Presley,,,461063,1974027,"rock n roll, classic rock, rock"
In the Ghetto,Elvis Presley,,,447584,2111197,"rock n roll, classic rock, rock"
Livin' on a Prayer,Bon Jovi,,,1775556,13323975,"rock, hard rock, classic rock"
You Give Love a Bad Name,Bon Jovi,,,1476311,10590430,"rock, hard rock, classic rock"
It's My Life,Bon Jovi,,,1131841,7867941,"rock, hard rock, classic rock"
Wanted Dead or Alive,Bon Jovi,,,803083,4686766,"rock, hard rock, classic rock"
Always,Bon Jovi,,,646223,4053182,"rock, hard rock, classic rock"
Runaway,Bon Jovi,,,541296,3306885,"rock, hard rock, classic rock"
Bed Of Roses,Bon Jovi,,,489990,2761478,"rock, hard rock, classic rock"
Bad Medicine,Bon Jovi,,,408223,2235102,"rock, hard rock, classic rock"
I'll Be There For You,Bon Jovi,,,345504,1814523,"rock, hard rock, classic rock"
Have A Nice Day,Bon Jovi,,,339902,2061816,"rock, hard rock, classic rock"
Teardrop,Massive Attack,,,1701722,15281372,"trip-hop, electronic, chillout"
Angel,Massive Attack,,,1271194,10330731,"trip-hop, electronic, chillout"
Inertia Creeps,Massive Attack,,,791687,4988578,"trip-hop, electronic, chillout"
Risingson,Massive Attack,,,740374,4794801,"trip-hop, electronic, chillout"
Paradise Circus,Massive Attack,,,733265,6656536,"trip-hop, electronic, chillout"
Black Milk,Massive Attack,,,700978,4060785,"trip-hop, electronic, chillout"
Dissolved Girl,Massive Attack,,,685944,4301369,"trip-hop, electronic, chillout"
Exchange,Massive Attack,,,640241,3374325,"trip-hop, electronic, chillout"
Unfinished Sympathy,Massive Attack,,,628257,3685751,"trip-hop, electronic, chillout"
Protection,Massive Attack,,,565472,3114035,"trip-hop, electronic, chillout"
Africa,Toto,,,1850870,14780392,"rock, classic rock, 80s"
Hold the Line,Toto,,,1200481,8914763,"rock, classic rock, 80s"
Rosanna,Toto,,,584349,3270577,"rock, classic rock, 80s"
Georgy Porgy,Toto,,,264164,1403840,"rock, classic rock, 80s"
I'll Be Over You,Toto,,,219949,1067283,"rock, classic rock, 80s"
Stop Loving You,Toto,,,157577,796882,"rock, classic rock, 80s"
I Won't Hold You Back,Toto,,,154464,713061,"rock, classic rock, 80s"
Pamela,Toto,,,105428,509549,"rock, classic rock, 80s"
99,Toto,,,101558,416495,"rock, classic rock, 80s"
Make Believe,Toto,,,94217,340587,"rock, classic rock, 80s"
Clarity,Zedd,,,834617,6999278,"electronic, electro house, House"
The Middle,Zedd,,,558520,4200871,"electronic, electro house, House"
Stay the Night - featuring Hayley Williams of Paramore,Zedd,,,448625,2998550,"electronic, electro house, House"
Stay,Zedd,,,409058,2570482,"electronic, electro house, House"
I Want You to Know,Zedd,,,323931,2059322,"electronic, electro house, House"
Beautiful Now,Zedd,,,254740,1858433,"electronic, electro house, House"
365,Zedd,,,238959,2860899,"electronic, electro house, House"
Happy Now,Zedd,,,209238,1388765,"electronic, electro house, House"
Good Thing (with Kehlani),Zedd,,,208748,1492012,"electronic, electro house, House"
Stay (with Alessia Cara),Zedd,,,182563,1298489,"electronic, electro house, House"
What Once Was,Her's,,,837453,11371608,"dream pop, jangle pop, indie"
Harvey,Her's,,,450883,5253326,"dream pop, jangle pop, indie"
Marcel,Her's,,,389971,3061618,"dream pop, jangle pop, indie"
She Needs Him,Her's,,,328835,2909363,"dream pop, jangle pop, indie"
Cool with You,Her's,,,283226,2265552,"dream pop, jangle pop, indie"
Dorothy,Her's,,,192257,1294742,"dream pop, jangle pop, indie"
Speed Racer,Her's,,,178466,1309333,"dream pop, jangle pop, indie"
Blue Lips,Her's,,,131249,855500,"dream pop, jangle pop, indie"
If You Know What's Right,Her's,,,96242,738325,"dream pop, jangle pop, indie"
Don't Think It Over,Her's,,,90161,619388,"dream pop, jangle pop, indie"
Kiss Me,Sixpence None the Richer,,,1632738,15052303,"pop, female vocalists, rock"
There She Goes,Sixpence None the Richer,,,403382,1968632,"pop, female vocalists, rock"
Don't Dream It's Over,Sixpence None the Richer,,,195301,1072379,"pop, female vocalists, rock"
Breathe Your Name,Sixpence None the Richer,,,93554,520861,"pop, female vocalists, rock"
We Have Forgotten,Sixpence None the Richer,,,42927,136716,"pop, female vocalists, rock"
Melody of You,Sixpence None the Richer,,,38323,182083,"pop, female vocalists, rock"
Kiss Me - AOL Sessions Acoustic Version,Sixpence None the Richer,,,38086,104216,"pop, female vocalists, rock"
I Can't Catch You,Sixpence None the Richer,,,37048,144305,"pop, female vocalists, rock"
Angels We Have Heard On High,Sixpence None the Richer,,,33653,77029,"pop, female vocalists, rock"
Easy to Ignore,Sixpence None the Richer,,,32114,95031,"pop, female vocalists, rock"
Midnight City,M83,,,1812004,20037352,"electronic, shoegaze, post-rock"
Wait,M83,,,815462,6423091,"electronic, shoegaze, post-rock"
My Tears Are Becoming a Sea,M83,,,547730,3646271,"electronic, shoegaze, post-rock"
Outro,M83,,,538790,4044724,"electronic, shoegaze, post-rock"
We Own the Sky,M83,,,529196,3365895,"electronic, shoegaze, post-rock"
Reunion,M83,,,504498,3146298,"electronic, shoegaze, post-rock"
Kim & Jessie,M83,,,384778,2536691,"electronic, shoegaze, post-rock"
Where the Boats Go,M83,,,383971,1986910,"electronic, shoegaze, post-rock"
Intro,M83,,,350510,1920499,"electronic, shoegaze, post-rock"
Raconte-moi une histoire,M83,,,317210,1632483,"electronic, shoegaze, post-rock"
Wouldn't It Be Nice,The Beach Boys,,,1148416,6410534,"classic rock, 60s, pop"
Good Vibrations,The Beach Boys,,,725478,3609658,"classic rock, 60s, pop"
God Only Knows,The Beach Boys,,,662898,3647460,"classic rock, 60s, pop"
Kokomo,The Beach Boys,,,596339,3501452,"classic rock, 60s, pop"
Sloop John B,The Beach Boys,,,483277,2246236,"classic rock, 60s, pop"
I Get Around,The Beach Boys,,,478342,2364948,"classic rock, 60s, pop"
Little Saint Nick,The Beach Boys,,,393058,1095491,"classic rock, 60s, pop"
Little Saint Nick - 1991 Remix,The Beach Boys,,,391375,1296256,"classic rock, 60s, pop"
California Girls,The Beach Boys,,,367347,1515090,"classic rock, 60s, pop"
Good Vibrations - Remastered 2001,The Beach Boys,,,353204,1858470,"classic rock, 60s, pop"
I Love You,Fontaines D.C.,,,297437,3618359,"post-punk, Crank wave, seen live"
Starburster,Fontaines D.C.,,,294139,3511554,"post-punk, Crank wave, seen live"
Jackie down the line,Fontaines D.C.,,,234729,2883685,"post-punk, Crank wave, seen live"
Favourite,Fontaines D.C.,,,214257,2533103,"post-punk, Crank wave, seen live"
Bug,Fontaines D.C.,,,187259,2056697,"post-punk, Crank wave, seen live"
Boys in the Better Land,Fontaines D.C.,,,177474,1564752,"post-punk, Crank wave, seen live"
Roman Holiday,Fontaines D.C.,,,176341,1862135,"post-punk, Crank wave, seen live"
Here's The Thing,Fontaines D.C.,,,171494,1525890,"post-punk, Crank wave, seen live"
In The Modern World,Fontaines D.C.,,,164924,1363016,"post-punk, Crank wave, seen live"
Romance,Fontaines D.C.,,,147658,978230,"post-punk, Crank wave, seen live"
Escapism.,Raye,,,751416,9575556,"pop, rnb, seen live"
Escapism. - Sped Up,Raye,,,298292,2443204,"pop, rnb, seen live"
Oscar Winning Tears.,Raye,,,270591,2546462,"pop, rnb, seen live"
Worth It.,Raye,,,231120,1596393,"pop, rnb, seen live"
Flip a Switch.,Raye,,,144636,1299863,"pop, rnb, seen live"
Hard Out Here.,Raye,,,136481,1246479,"pop, rnb, seen live"
Black Mascara.,Raye,,,128932,1301441,"pop, rnb, seen live"
The Thrill Is Gone.,Raye,,,113529,885324,"pop, rnb, seen live"
Ice Cream Man.,Raye,,,101246,654789,"pop, rnb, seen live"
Regardless,Raye,,,93459,665933,"pop, rnb, seen live"
Dream On,Aerosmith,,,1773248,14080870,"rock, classic rock, hard rock"
Walk This Way,Aerosmith,,,972647,5290836,"rock, classic rock, hard rock"
I Don't Want to Miss a Thing,Aerosmith,,,902858,5227637,"rock, classic rock, hard rock"
Crazy,Aerosmith,,,877183,5066025,"rock, classic rock, hard rock"
Sweet Emotion,Aerosmith,,,869188,4655641,"rock, classic rock, hard rock"
Cryin',Aerosmith,,,749867,4186894,"rock, classic rock, hard rock"
Dude (Looks Like a Lady),Aerosmith,,,583943,2747321,"rock, classic rock, hard rock"
Jaded,Aerosmith,,,444325,2428464,"rock, classic rock, hard rock"
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,,,429072,2697562,"rock, classic rock, hard rock"
Amazing,Aerosmith,,,422138,2069715,"rock, classic rock, hard rock"
Mr. Blue Sky,Electric Light Orchestra,,,1434844,10909485,"classic rock, Progressive rock, rock"
Don't Bring Me Down,Electric Light Orchestra,,,756188,4583419,"classic rock, Progressive rock, rock"
Evil Woman,Electric Light Orchestra,,,601327,3394607,"classic rock, Progressive rock, rock"
Livin' Thing,Electric Light Orchestra,,,516928,2861352,"classic rock, Progressive rock, rock"
Turn To Stone,Electric Light Orchestra,,,403701,2324828,"classic rock, Progressive rock, rock"
Last Train to London,Electric Light Orchestra,,,359049,2238950,"classic rock, Progressive rock, rock"
Telephone Line,Electric Light Orchestra,,,334449,1873438,"classic rock, Progressive rock, rock"
Sweet Talkin' Woman,Electric Light Orchestra,,,321451,1769980,"classic rock, Progressive rock, rock"
Strange Magic,Electric Light Orchestra,,,245299,1176765,"classic rock, Progressive rock, rock"
Hold on Tight,Electric Light Orchestra,,,224096,1008755,"classic rock, Progressive rock, rock"
Du hast,Rammstein,,,1136449,10786718,"industrial metal, metal, industrial"
Sonne,Rammstein,,,1085908,13290700,"industrial metal, metal, industrial"
Engel,Rammstein,,,717812,6489175,"industrial metal, metal, industrial"
Ich will,Rammstein,,,712757,7064818,"industrial metal, metal, industrial"
Amerika,Rammstein,,,697098,5934692,"industrial metal, metal, industrial"
Mein Herz brennt,Rammstein,,,615728,6029590,"industrial metal, metal, industrial"
Feuer frei!,Rammstein,,,536168,4743773,"industrial metal, metal, industrial"
Mutter,Rammstein,,,524499,4378455,"industrial metal, metal, industrial"
Keine Lust,Rammstein,,,515251,4728970,"industrial metal, metal, industrial"
Mein Teil,Rammstein,,,504690,4864279,"industrial metal, metal, industrial"
I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,,485391,6149078,"country, singer-songwriter, americana"
Something in the Orange,Zach Bryan,,,465887,6055895,"country, singer-songwriter, americana"
Pink Skies,Zach Bryan,,,284840,2950150,"country, singer-songwriter, americana"
Heading South,Zach Bryan,,,266058,3394058,"country, singer-songwriter, americana"
Sun to Me,Zach Bryan,,,204611,2531677,"country, singer-songwriter, americana"
Spotless (feat. The Lumineers),Zach Bryan,,,191954,1933433,"country, singer-songwriter, americana"
Sarah's Place (feat. Noah Kahan),Zach Bryan,,,181257,2016929,"country, singer-songwriter, americana"
28,Zach Bryan,,,179168,1865981,"country, singer-songwriter, americana"
"Burn, Burn, Burn",Zach Bryan,,,177385,2755318,"country, singer-songwriter, americana"
Dawns (feat. Maggie Rogers),Zach Bryan,,,176525,2274394,"country, singer-songwriter, americana"
Back on 74,Jungle,,,628080,6350056,"seen live, electronic, psychedelic"
Busy Earnin',Jungle,,,437049,3190233,"seen live, electronic, psychedelic"
CASIO,Jungle,,,275094,2243224,"seen live, electronic, psychedelic"
I've Been in Love,Jungle,,,257327,1910430,"seen live, electronic, psychedelic"
Candle Flame,Jungle,,,231963,1719393,"seen live, electronic, psychedelic"
The Heat,Jungle,,,223606,1358582,"seen live, electronic, psychedelic"
Keep Moving,Jungle,,,215193,1644000,"seen live, electronic, psychedelic"
Drops,Jungle,,,213142,1130121,"seen live, electronic, psychedelic"
HAPPY MAN,Jungle,,,205195,1449436,"seen live, electronic, psychedelic"
Time,Jungle,,,198555,1206147,"seen live, electronic, psychedelic"
Still D.R.E.,Dr. Dre,,,1537024,9200292,"Hip-Hop, rap, Gangsta Rap"
The Next Episode,Dr. Dre,,,1358687,7281684,"Hip-Hop, rap, Gangsta Rap"
Forgot About Dre,Dr. Dre,,,970904,6512626,"Hip-Hop, rap, Gangsta Rap"
What's The Difference,Dr. Dre,,,736564,3927189,"Hip-Hop, rap, Gangsta Rap"
"Nuthin' But a ""G"" Thang",Dr. Dre,,,635429,3627072,"Hip-Hop, rap, Gangsta Rap"
Xxplosive,Dr. Dre,,,589520,2840135,"Hip-Hop, rap, Gangsta Rap"
The Watcher,Dr. Dre,,,449363,2154323,"Hip-Hop, rap, Gangsta Rap"
Let Me Ride,Dr. Dre,,,290067,1378881,"Hip-Hop, rap, Gangsta Rap"
I need a Doctor,Dr. Dre,,,267570,1691977,"Hip-Hop, rap, Gangsta Rap"
Keep Their Heads Ringin',Dr. Dre,,,257067,1477944,"Hip-Hop, rap, Gangsta Rap"
Black and Yellow,Wiz Khalifa,,,809453,5374776,"Hip-Hop, rap, underground hip-hop"
See You Again (feat. Charlie Puth),Wiz Khalifa,,,778602,5572787,"Hip-Hop, rap, underground hip-hop"
Say Yeah,Wiz Khalifa,,,678225,1832098,"Hip-Hop, rap, underground hip-hop"
The Thrill,Wiz Khalifa,,,411465,3816985,"Hip-Hop, rap, underground hip-hop"
No Sleep,Wiz Khalifa,,,304887,1664116,"Hip-Hop, rap, underground hip-hop"
Roll Up,Wiz Khalifa,,,297305,1624479,"Hip-Hop, rap, underground hip-hop"
Intro,Wiz Khalifa,,,291164,590843,"Hip-Hop, rap, underground hip-hop"
We Dem Boyz,Wiz Khalifa,,,230275,1256246,"Hip-Hop, rap, underground hip-hop"
Pittsburgh Sound,Wiz Khalifa,,,227131,419188,"Hip-Hop, rap, underground hip-hop"
Damn Thing,Wiz Khalifa,,,190575,321050,"Hip-Hop, rap, underground hip-hop"
Papaoutai,Stromae,,,568373,5183981,"electronic, dance, belgian"
Alors On Danse,Stromae,,,514248,4021180,"electronic, dance, belgian"
Alors On Danse - Radio Edit,Stromae,,,432692,2847749,"electronic, dance, belgian"
Tous les mêmes,Stromae,,,428836,3942647,"electronic, dance, belgian"
Ma Meilleure Ennemie (from the series Arcane League of Legends),Stromae,,,321873,7308230,"electronic, dance, belgian"
Formidable,Stromae,,,321200,2654841,"electronic, dance, belgian"
Ta fête,Stromae,,,184467,1327169,"electronic, dance, belgian"
Carmen,Stromae,,,168192,1135642,"electronic, dance, belgian"
Santé,Stromae,,,167380,1670577,"electronic, dance, belgian"
L’enfer,Stromae,,,165812,1638523,"electronic, dance, belgian"
Ginseng Strip 2002,Yung Lean,,,545635,7414277,"Hip-Hop, cloud rap, sad"
Agony,Yung Lean,,,357493,7247873,"Hip-Hop, cloud rap, sad"
Kyoto,Yung Lean,,,309861,4862308,"Hip-Hop, cloud rap, sad"
Yoshi City,Yung Lean,,,239198,3245708,"Hip-Hop, cloud rap, sad"
bliss,Yung Lean,,,224364,2886965,"Hip-Hop, cloud rap, sad"
Red Bottom Sky,Yung Lean,,,201924,2626785,"Hip-Hop, cloud rap, sad"
Pikachu,Yung Lean,,,196770,2880337,"Hip-Hop, cloud rap, sad"
Hennessy & Sailor Moon,Yung Lean,,,170482,2776226,"Hip-Hop, cloud rap, sad"
